Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Precious Achiuwa,PF-C,24,TOT,53,14,22.5,3.3,6.8,0.49,0.4,1.5,0.25,2.9,5.3,0.559,0.518,1,1.6,0.627,2.7,3.9,6.6,1.4,0.6,0.8,1.1,1.9,8,achiupr01
1,Precious Achiuwa,C,24,TOR,25,0,17.5,3.1,6.8,0.459,0.5,1.9,0.277,2.6,4.9,0.528,0.497,1,1.7,0.571,2,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,achiupr01
1,Precious Achiuwa,PF,24,NYK,28,14,26.9,3.5,6.8,0.519,0.3,1.2,0.212,3.3,5.6,0.583,0.537,1,1.5,0.683,3.3,4.3,7.6,1,0.6,1.1,1,2.2,8.3,achiupr01
2,Bam Adebayo,C,26,MIA,49,49,34.6,7.7,15.1,0.514,0,0.2,0.083,7.7,14.8,0.521,0.514,4.9,6.2,0.778,2.2,8.3,10.5,4.1,1.1,1,2.5,2.5,20.3,adebaba01
3,Ochai Agbaji,SG,23,TOT,59,10,18.9,2.1,4.8,0.427,0.9,2.7,0.327,1.2,2.1,0.556,0.519,0.4,0.5,0.778,0.7,1.7,2.3,0.9,0.5,0.5,0.7,1.3,5.4,agbajoc01
3,Ochai Agbaji,SG,23,UTA,51,10,19.7,2.1,4.9,0.426,0.9,2.8,0.331,1.2,2.1,0.551,0.52,0.3,0.4,0.75,0.7,1.8,2.5,0.9,0.5,0.6,0.7,1.3,5.4,agbajoc01
3,Ochai Agbaji,SG,23,TOR,8,0,13.9,2,4.6,0.432,0.8,2.5,0.3,1.3,2.1,0.588,0.514,0.8,0.9,0.857,0.6,0.9,1.5,0.9,0.4,0.3,1,1.4,5.5,agbajoc01
4,Santi Aldama,PF,23,MEM,48,22,25,3.9,9.1,0.426,1.6,4.8,0.336,2.3,4.4,0.524,0.514,0.8,1.3,0.597,1.2,4.4,5.6,2.1,0.7,0.7,1.2,1.5,10.2,aldamsa01
5,Nickeil Alexander-Walker,SG,25,MIN,60,16,23.1,2.6,6.1,0.422,1.4,3.9,0.369,1.1,2.2,0.515,0.54,0.6,0.7,0.767,0.4,1.6,2,2.6,0.8,0.6,1,1.8,7.1,alexani01
6,Grayson Allen,SG,28,PHO,53,53,33.2,4.3,8.5,0.502,2.6,5.4,0.477,1.7,3.2,0.545,0.653,1.8,2,0.886,0.7,3.3,4,3.1,0.8,0.6,1.3,2.2,12.9,allengr01
7,Jarrett Allen,C,25,CLE,54,54,31.1,6.4,10.2,0.634,0,0.1,0,6.4,10.1,0.64,0.634,2.9,3.9,0.733,3.4,7.1,10.5,2.7,0.8,1.1,1.7,2.2,15.7,allenja01
8,Jose Alvarado,PG,25,NOP,40,0,17,2.6,6.1,0.418,1.3,3.5,0.355,1.3,2.6,0.505,0.52,0.7,1,0.675,0.4,1.8,2.2,2,1.1,0.4,0.8,1.5,7,alvarjo01
9,Kyle Anderson,PF,30,MIN,58,4,22,2.4,5.1,0.473,0.1,0.6,0.206,2.3,4.5,0.508,0.485,1.2,1.7,0.7,0.8,2.8,3.5,4.1,0.8,0.5,1.3,1.5,6.2,anderky01
10,Giannis Antetokounmpo,PF,29,MIL,59,59,34.9,11.5,18.6,0.619,0.5,1.7,0.301,11,16.8,0.652,0.633,7.3,11,0.661,2.6,8.7,11.3,6.3,1.3,1,3.4,2.9,30.8,antetgi01
11,Thanasis Antetokounmpo,PF,31,MIL,26,0,4.7,0.5,0.9,0.5,0,0,0,0.5,0.9,0.522,0.5,0,0.1,0,0.2,0.2,0.4,0.5,0.1,0.2,0.4,0.8,0.9,antetth01
12,Cole Anthony,PG,23,ORL,59,0,23.1,4.1,9.5,0.433,1.1,3.2,0.33,3.1,6.3,0.487,0.489,2.6,3.1,0.831,0.9,3.1,4,3.1,0.8,0.4,1.7,2.5,11.9,anthoco01
13,OG Anunoby,SF,26,TOT,41,41,34.1,5.8,11.7,0.498,2.1,5.5,0.379,3.7,6.1,0.606,0.588,1.6,2,0.774,1,3.2,4.2,2.3,1.3,0.7,1.5,2.3,15.3,anunoog01
13,OG Anunoby,SF,26,TOR,27,27,33.3,5.8,11.9,0.489,2.3,6,0.374,3.6,5.9,0.608,0.584,1.2,1.7,0.717,0.9,3,3.9,2.7,1,0.5,1.6,2.3,15.1,anunoog01
13,OG Anunoby,SF,26,NYK,14,14,35.7,5.8,11.2,0.516,1.8,4.6,0.391,4,6.6,0.602,0.596,2.3,2.7,0.842,1.1,3.6,4.6,1.5,1.8,1.1,1.4,2.4,15.6,anunoog01
14,Ryan Arcidiacono,PG,29,NYK,20,0,2.3,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0.4,0.4,0.2,0.1,0,0.1,0.3,0,arcidry01
15,Deni Avdija,SF,23,WAS,57,57,28.4,5,9.8,0.51,1.2,2.9,0.412,3.8,6.9,0.551,0.57,2.4,3.2,0.745,1,5.6,6.6,3.8,0.8,0.4,2,2.5,13.6,avdijde01
16,Deandre Ayton,C,25,POR,40,40,31.6,6.6,11.6,0.57,0,0,,6.6,11.6,0.57,0.57,1.1,1.3,0.824,3,7.6,10.6,1.7,1.1,0.8,1.7,2.2,14.3,aytonde01
17,Udoka Azubuike,C,24,PHO,14,0,7.6,1.1,1.6,0.727,0,0,,1.1,1.6,0.727,0.727,0.2,0.8,0.273,0.8,1.5,2.3,0.2,0.1,0.4,0.3,1.2,2.5,azubuud01
18,Ibou Badji,C,21,POR,18,1,11.3,0.7,1.1,0.632,0,0,,0.7,1.1,0.632,0.632,0.3,0.6,0.5,1.1,1.6,2.7,0.7,0.1,1.1,0.8,2.3,1.6,badjiib01
19,Marvin Bagley III,C,24,TOT,43,21,21.1,4.8,8.2,0.581,0.1,0.4,0.294,4.7,7.8,0.595,0.588,2,2.7,0.744,2.7,3.4,6.1,1.2,0.4,0.7,1.2,1.8,11.7,baglema01
19,Marvin Bagley III,C,24,DET,26,10,18.4,4.1,7,0.591,0,0.2,0.167,4.1,6.7,0.606,0.594,1.9,2.3,0.82,1.8,2.8,4.5,1,0.2,0.5,1.1,1.5,10.2,baglema01
19,Marvin Bagley III,C,24,WAS,17,11,25.4,5.8,10.1,0.57,0.2,0.6,0.364,5.5,9.5,0.584,0.581,2.2,3.3,0.661,4.2,4.4,8.5,1.4,0.6,0.8,1.3,2.2,13.9,baglema01
20,Amari Bailey,PG,19,CHO,3,0,5,0.7,2.3,0.286,0,1,0,0.7,1.3,0.5,0.286,0.3,0.7,0.5,0.7,0,0.7,0.3,0,0,0.3,0,1.7,baileam01
21,Patrick Baldwin Jr.,SF,21,WAS,20,0,7.6,0.9,2.4,0.383,0.6,1.4,0.407,0.4,1,0.35,0.5,0.4,0.6,0.667,0.4,1.8,2.2,0.4,0.1,0.2,0.3,1.1,2.8,baldwpa01
22,LaMelo Ball,PG,22,CHO,22,22,32.3,8.3,19.2,0.433,3.2,9,0.355,5.1,10.3,0.5,0.515,4.1,4.7,0.865,1.3,3.8,5.1,8,1.8,0.2,3.8,3.6,23.9,ballla01
23,Mo Bamba,C,25,PHI,37,1,11,1.5,3.3,0.467,0.4,0.9,0.424,1.2,2.4,0.483,0.525,0.5,0.8,0.586,1.4,2.4,3.8,0.7,0.4,1,0.7,1.5,3.9,bambamo01
24,Paolo Banchero,PF,21,ORL,58,58,34.8,8.1,17.7,0.459,1.5,4.2,0.362,6.6,13.5,0.488,0.501,5.1,7.2,0.701,1.1,5.7,6.8,5.2,1,0.5,3,2,22.8,banchpa01
25,Desmond Bane,SG,25,MEM,37,37,34.5,8.9,18.8,0.474,3.3,8.6,0.384,5.6,10.2,0.551,0.563,3.3,3.8,0.864,0.9,3.6,4.6,5.3,1,0.5,2.7,2.9,24.4,banede01
26,Dalano Banton,PG,24,TOT,31,1,9.5,1.5,3.5,0.413,0.3,1.1,0.257,1.2,2.4,0.486,0.454,0.9,1.3,0.707,0.6,1.3,1.9,1,0.3,0.2,0.6,0.8,4.1,bantoda01
26,Dalano Banton,PG,24,BOS,24,1,7.1,0.8,2.1,0.373,0.1,0.7,0.125,0.7,1.5,0.486,0.392,0.7,0.8,0.8,0.5,1,1.5,0.8,0.2,0.1,0.4,0.8,2.3,bantoda01
26,Dalano Banton,PG,24,POR,7,0,17.6,3.7,8.3,0.448,1,2.7,0.368,2.7,5.6,0.487,0.509,1.9,3,0.619,1,2.4,3.4,1.9,0.6,0.4,1.1,0.9,10.3,bantoda01
27,Dominick Barlow,PF,20,SAS,23,1,13.3,1.7,3.7,0.476,0.1,0.3,0.429,1.6,3.3,0.481,0.494,1,1.5,0.647,1.4,2.2,3.7,1.1,0.4,0.5,0.2,1.4,4.6,barlodo01
28,Harrison Barnes,PF,31,SAC,59,59,29.6,4.2,8.7,0.484,1.9,4.8,0.401,2.3,3.9,0.586,0.594,1.8,2.3,0.805,0.8,2.1,2.9,1.1,0.7,0.2,0.7,1.3,12.2,barneha02
29,Scottie Barnes,SG,22,TOR,60,60,34.9,7.5,15.7,0.475,1.7,4.9,0.341,5.8,10.8,0.536,0.528,3.3,4.2,0.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2,19.9,barnesc01
30,RJ Barrett,SG,23,TOT,49,49,31.3,7.1,14.8,0.483,1.6,4.4,0.362,5.5,10.3,0.535,0.537,3.5,4.9,0.72,0.9,4.4,5.2,3.1,0.5,0.3,1.9,2.1,19.4,barrerj01
30,RJ Barrett,SG,23,NYK,26,26,29.5,6.3,14.9,0.423,1.7,5,0.331,4.7,9.9,0.469,0.478,4,4.8,0.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,barrerj01
30,RJ Barrett,SG,23,TOR,23,23,33.3,8,14.6,0.552,1.6,3.8,0.409,6.5,10.7,0.603,0.606,3,5,0.6,1,5.3,6.3,3.9,0.6,0.3,2,2.6,20.7,barrerj01
31,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,0.725,0,0.1,0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4,1.1,0.4,0.9,0.8,1.6,3.3,bassech01
32,Emoni Bates,SF,20,CLE,10,0,7.6,0.6,2.5,0.24,0.5,2,0.25,0.1,0.5,0.2,0.34,0.1,0.2,0.5,0.1,0.9,1,0.6,0.1,0.2,0.1,0.5,1.8,batesem01
33,Keita Bates-Diop,SF,28,TOT,45,8,14.1,1.6,3.6,0.438,0.5,1.5,0.309,1.1,2,0.533,0.503,0.7,0.9,0.75,0.7,1.6,2.3,0.8,0.5,0.5,0.3,0.8,4.2,bateske01
33,Keita Bates-Diop,SF,28,PHO,39,8,15.3,1.6,3.8,0.427,0.5,1.6,0.313,1.1,2.2,0.512,0.493,0.7,0.9,0.722,0.8,1.8,2.6,0.9,0.6,0.5,0.3,0.8,4.5,bateske01
33,Keita Bates-Diop,SF,28,BRK,6,0,6.5,1,1.7,0.6,0.2,0.7,0.25,0.8,1,0.833,0.65,0.7,0.7,1,0,0.5,0.5,0.3,0.2,0.3,0.3,0.2,2.8,bateske01
34,Nicolas Batum,PF,35,TOT,39,29,23.8,1.9,3.9,0.503,1.3,2.8,0.441,0.7,1,0.675,0.666,0.2,0.4,0.643,1.2,2.5,3.6,2.1,0.6,0.7,0.6,2,5.4,batumni01
34,Nicolas Batum,PF,35,LAC,3,0,18,1,2.7,0.375,0.7,2.3,0.286,0.3,0.3,1,0.5,0,0,,0,2.3,2.3,1.7,1,1.3,0.3,1.7,2.7,batumni01
34,Nicolas Batum,PF,35,PHI,36,29,24.3,2,4,0.51,1.3,2.9,0.452,0.7,1.1,0.667,0.675,0.3,0.4,0.643,1.3,2.5,3.8,2.1,0.6,0.6,0.6,2,5.6,batumni01
35,Darius Bazley,PF,23,PHI,3,0,3.3,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0.3,0.3,0.7,0,0,0.3,0,0,bazleda01
36,Bradley Beal,SG,30,PHO,30,30,32.6,7.1,14.4,0.495,1.6,4.5,0.363,5.5,9.9,0.556,0.552,2.3,3,0.775,0.8,3.4,4.3,4.5,0.9,0.3,2.4,2.6,18.2,bealbr01
37,Malik Beasley,SG,27,MIL,59,59,29.5,4.1,8.8,0.469,2.9,6.6,0.447,1.2,2.2,0.534,0.637,0.3,0.5,0.63,0.6,3.3,3.9,1.4,0.8,0.1,0.7,2,11.5,beaslma01
38,MarJon Beauchamp,SF,23,MIL,44,1,13.3,1.7,3.5,0.487,0.6,1.6,0.4,1,1.9,0.561,0.579,0.4,0.6,0.679,0.5,1.7,2.2,0.7,0.3,0.1,0.6,1.2,4.4,beaucma01
39,Jules Bernard,SG,24,WAS,8,0,4.5,0.5,1.6,0.308,0.3,1.1,0.222,0.3,0.5,0.5,0.385,0.1,0.3,0.5,0.4,0.4,0.8,0.6,0.1,0.1,0.3,0.5,1.4,bernaju01
40,Dāvis Bertāns,PF,31,TOT,22,0,8.3,1.3,3,0.433,1.3,2.9,0.444,0,0.2,0.25,0.642,0.7,0.8,0.889,0.1,0.5,0.6,0.6,0.2,0.1,0,0.8,4.6,bertada01
40,Dāvis Bertāns,PF,31,OKC,15,0,6.1,0.7,1.7,0.385,0.7,1.6,0.417,0,0.1,0,0.577,0.9,1,0.933,0.1,0.5,0.7,0.6,0.2,0.2,0.1,0.7,2.9,bertada01
40,Dāvis Bertāns,PF,31,CHO,7,0,13.1,2.7,5.9,0.463,2.6,5.6,0.462,0.1,0.3,0.5,0.683,0.3,0.4,0.667,0,0.6,0.6,0.6,0.3,0,0,1.1,8.3,bertada01
41,Patrick Beverley,PG,35,TOT,56,5,19.1,2.2,5.2,0.426,0.8,2.4,0.331,1.4,2.8,0.506,0.502,1,1.2,0.812,0.7,2.4,3.1,3,0.5,0.4,1,1.7,6.2,beverpa01
41,Patrick Beverley,PG,35,PHI,47,5,19.6,2.2,5.1,0.432,0.7,2.3,0.321,1.5,2.8,0.523,0.504,1.1,1.3,0.81,0.6,2.4,3.1,3.1,0.5,0.4,1,1.8,6.3,beverpa01
41,Patrick Beverley,PG,35,MIL,9,0,16.7,2.1,5.3,0.396,1,2.7,0.375,1.1,2.7,0.417,0.49,0.6,0.7,0.833,1,1.9,2.9,2.6,0.6,0.3,0.7,1.4,5.8,beverpa01
42,Saddiq Bey,SF,24,ATL,58,46,32.5,4.6,10.9,0.418,1.8,5.6,0.321,2.8,5.3,0.521,0.501,2.6,3.1,0.839,2.7,3.8,6.5,1.4,0.8,0.1,0.8,1.4,13.5,beysa01
43,Goga Bitadze,C,24,ORL,49,32,17.8,2.3,3.9,0.605,0,0.2,0.167,2.3,3.6,0.635,0.611,1,1.5,0.658,2.1,3.3,5.3,1.5,0.6,1.4,0.7,2.1,5.7,bitadgo01
44,Onuralp Bitim,SG,24,CHI,4,0,12.3,1.3,3.3,0.385,1,2,0.5,0.3,1.3,0.2,0.538,0.5,0.5,1,0,2.5,2.5,0.3,0,0,0.5,0.8,4,bitimon01
45,Bismack Biyombo,C,31,TOT,32,27,22.7,2.1,3.7,0.563,0,0,,2.1,3.7,0.563,0.563,0.7,1.4,0.478,1.8,4.3,6,1.6,0.3,1.1,1.2,2.6,4.9,biyombi01
45,Bismack Biyombo,C,31,MEM,30,27,23.9,2.2,4,0.563,0,0,,2.2,4,0.563,0.563,0.7,1.5,0.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,biyombi01
45,Bismack Biyombo,C,31,OKC,2,0,4.5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0.5,0.5,0.5,0,biyombi01
46,Anthony Black,PG,20,ORL,54,31,18.6,1.8,3.8,0.469,0.5,1.4,0.373,1.3,2.4,0.523,0.536,0.9,1.3,0.662,0.5,1.8,2.3,1.5,0.6,0.3,0.9,1.9,5,blackan01
47,Leaky Black,SF,24,CHO,22,3,9.9,0.8,1.8,0.436,0.3,0.7,0.467,0.5,1.1,0.417,0.526,0.4,0.6,0.643,0.4,1.4,1.7,0.8,0.2,0.3,0.2,0.7,2.3,blackle01
48,Bogdan Bogdanović,SG,31,ATL,57,11,29.2,6,14,0.428,3.1,8.3,0.371,2.9,5.7,0.511,0.538,1.8,1.9,0.917,0.6,2.7,3.3,2.8,1.2,0.3,1.2,2.4,16.8,bogdabo01
49,Bojan Bogdanović,PF-SF,34,TOT,35,27,31.1,6.6,14.3,0.46,2.9,7.1,0.412,3.6,7.1,0.508,0.563,2.7,3.5,0.779,0.5,2.9,3.3,2.3,0.8,0.1,2,2.1,18.8,bogdabo02
49,Bojan Bogdanović,PF,34,DET,28,27,32.9,7.1,15.2,0.468,3.1,7.4,0.415,4,7.8,0.518,0.569,2.9,3.7,0.779,0.5,2.9,3.4,2.5,0.8,0.1,2.3,2,20.2,bogdabo02
49,Bojan Bogdanović,SF,34,NYK,7,0,23.9,4.4,10.7,0.413,2.4,6.1,0.395,2,4.6,0.438,0.527,2,2.6,0.778,0.4,2.7,3.1,1.1,0.7,0.1,1.1,2.3,13.3,bogdabo02
50,Bol Bol,PF,24,PHO,21,0,11.1,2.4,3.7,0.641,0.3,1,0.333,2,2.7,0.754,0.686,0.3,0.5,0.7,1,2.4,3.3,0.5,0.2,0.7,0.5,1.2,5.4,bolbo01
51,Marques Bolden,C,25,TOT,3,0,2.7,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0.3,0,boldema01
51,Marques Bolden,C,25,MIL,2,0,1.5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0.5,0,boldema01
51,Marques Bolden,C,25,CHO,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,boldema01
52,Devin Booker,PG,27,PHO,49,49,35.7,9.7,19.5,0.496,2.2,5.8,0.378,7.4,13.6,0.546,0.552,6.1,7,0.877,0.7,3.9,4.6,6.9,0.9,0.4,2.5,3,27.6,bookede01
53,Brandon Boston Jr.,SF,22,LAC,19,0,6.8,1.4,3.4,0.422,0.3,1.1,0.3,1.1,2.3,0.477,0.469,0.6,0.7,0.857,0.4,0.4,0.8,0.3,0.1,0.1,0.4,0.9,3.8,bostobr01
54,Chris Boucher,PF,31,TOR,48,0,13.5,2.1,4.3,0.49,0.6,1.9,0.319,1.5,2.4,0.626,0.561,1.3,1.8,0.753,1.2,2.8,4,0.4,0.3,0.4,0.5,1.3,6.1,bouchch01
55,James Bouknight,SG,23,CHO,14,0,5.8,1.3,2.9,0.439,0.9,2.1,0.433,0.4,0.8,0.455,0.598,0.1,0.1,0.5,0.1,0.6,0.6,0.4,0.1,0.1,0.1,0.2,3.6,bouknja01
56,Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,0.238,0,1.3,0,0.8,2.2,0.385,0.238,0,0,,0.3,1.3,1.7,1.3,0,0,1.3,0.5,1.7,bouyeja01
57,Malaki Branham,PG,20,SAS,55,21,20.3,3.3,7.8,0.429,1,3.1,0.326,2.3,4.6,0.498,0.494,0.6,0.7,0.944,0.3,1.6,2,2.1,0.4,0.1,1.1,1.2,8.3,branhma01
58,Christian Braun,SG,22,DEN,60,0,19.2,2.5,5.8,0.435,0.7,1.9,0.348,1.9,3.9,0.476,0.491,1.2,1.7,0.709,0.9,2.7,3.5,1.4,0.5,0.4,0.7,1.6,6.9,braunch01
59,Mikal Bridges,SF,27,BRK,59,59,35,7.4,16.7,0.445,2.5,7.1,0.353,4.9,9.6,0.511,0.519,3.6,4.4,0.819,0.8,4,4.8,3.7,0.9,0.4,2.1,1.5,20.9,bridgmi01
60,Miles Bridges,SF,25,CHO,49,47,37.3,8.2,17.7,0.462,2.5,6.6,0.375,5.7,11,0.514,0.532,2.6,3,0.846,1,6.5,7.5,3.2,1,0.5,2,1.9,21.4,bridgmi02
61,Oshae Brissett,SF,25,BOS,39,0,10.5,1.2,2.6,0.456,0.3,1.1,0.286,0.9,1.6,0.574,0.515,0.9,1.4,0.679,0.9,1.7,2.6,0.7,0.4,0.1,0.3,0.9,3.6,brissos01
62,Malcolm Brogdon,PG,31,POR,39,25,28.7,5.6,12.7,0.44,2.1,5.1,0.412,3.5,7.6,0.458,0.522,2.4,3,0.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,brogdma01
63,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,0.326,1.1,3.2,0.344,0.4,1.4,0.286,0.446,0.1,0.2,0.5,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,brookar01
64,Dillon Brooks,SF,28,HOU,50,50,31.3,4.8,11,0.437,2,5.1,0.387,2.9,6,0.48,0.526,1.9,2.3,0.841,0.8,2.7,3.6,1.6,0.9,0.1,1.3,3.5,13.5,brookdi01
65,Bruce Brown,SG-PG,27,TOT,52,38,28.1,4.1,8.8,0.463,0.8,2.7,0.304,3.3,6.2,0.531,0.509,1.8,2.1,0.864,0.8,3.6,4.4,2.7,0.9,0.3,1.1,2.3,10.8,brownbr01
65,Bruce Brown,SG,27,IND,33,33,29.7,4.5,9.5,0.475,1,3.1,0.327,3.5,6.5,0.545,0.527,2,2.5,0.817,0.8,3.9,4.7,3,1.1,0.2,1.2,2.5,12.1,brownbr01
65,Bruce Brown,PG,27,TOR,19,5,25.4,3.3,7.6,0.438,0.5,1.9,0.243,2.8,5.6,0.505,0.469,1.5,1.5,1,0.9,3.1,4.1,2.2,0.7,0.4,0.9,1.9,8.6,brownbr01
66,Charlie Brown Jr.,SG,26,NYK,7,0,5.1,0.3,1.4,0.2,0.3,1,0.286,0,0.4,0,0.3,0,0,,0.1,0.1,0.3,0,0,0.3,0.3,0.7,0.9,brownch02
67,Greg Brown III,PF,22,DAL,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,browngr01
68,Jaylen Brown,SF,27,BOS,54,54,33.4,8.7,17.3,0.501,2,5.6,0.348,6.7,11.7,0.575,0.557,3,4.2,0.716,1.1,4.5,5.5,3.7,1.1,0.5,2.4,2.7,22.3,brownja02
69,Kendall Brown,SG,20,IND,6,0,4.5,0.5,1,0.5,0,0.2,0,0.5,0.8,0.6,0.5,0.7,1,0.667,0.3,0,0.3,0.3,0,0,0,0.7,1.7,brownke03
70,Kobe Brown,PF,24,LAC,33,0,8.6,0.7,1.9,0.381,0.4,1.2,0.308,0.4,0.7,0.5,0.476,0,0.1,0.5,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.2,1.8,brownko01
71,Moses Brown,C,24,POR,10,4,9.1,1.2,2.4,0.5,0,0,,1.2,2.4,0.5,0.5,0.1,0.7,0.143,1.8,2.9,4.7,0.2,0.2,0.3,0.5,1.2,2.5,brownmo01
72,Troy Brown Jr.,SF,24,TOT,42,3,11.5,1.5,3.4,0.43,0.9,2.4,0.364,0.6,1,0.581,0.556,0.5,0.6,0.875,0.4,1.7,2.1,1,0.2,0,0.5,0.7,4.3,browntr01
72,Troy Brown Jr.,SF,24,MIN,37,3,11.1,1.4,3.2,0.441,0.8,2.3,0.369,0.6,0.9,0.618,0.572,0.5,0.6,0.864,0.4,1.6,1.9,0.9,0.2,0.1,0.5,0.7,4.2,browntr01
72,Troy Brown Jr.,SF,24,DET,5,0,14.8,1.8,4.8,0.375,1,3,0.333,0.8,1.8,0.444,0.479,0.4,0.4,1,0.4,2.8,3.2,1.2,0.2,0,0.6,1,5,browntr01
73,Jalen Brunson,PG,27,NYK,56,56,36.1,9.8,20.6,0.477,2.7,6.6,0.407,7.1,14,0.51,0.542,5.4,6.4,0.846,0.6,3.2,3.8,6.7,0.9,0.2,2.5,2,27.7,brunsja01
74,Thomas Bryant,C,26,MIA,25,3,10.4,1.8,3.1,0.571,0,0.2,0,1.8,2.9,0.603,0.571,0.7,0.9,0.818,1,2.1,3.1,0.6,0.2,0.2,0.6,1,4.2,bryanth01
75,Kobe Bufkin,SG,20,ATL,8,0,9.4,1.5,4,0.375,0.6,2,0.313,0.9,2,0.438,0.453,0.1,0.3,0.5,0.3,1.3,1.5,1.5,0.4,0.1,0.5,0.5,3.8,bufkiko01
76,Reggie Bullock,SF,32,HOU,25,0,8.9,0.8,2.1,0.404,0.6,1.6,0.39,0.2,0.4,0.455,0.558,0,0,1,0.1,1.3,1.4,0.4,0.2,0.1,0.2,0.6,2.4,bullore01
77,Alec Burks,SG,32,TOT,51,1,20.5,3.6,9.5,0.382,2.2,5.6,0.391,1.4,3.9,0.369,0.497,2.5,2.9,0.884,0.4,2.1,2.5,1.5,0.4,0.2,0.8,1.4,11.9,burksal01
77,Alec Burks,SG,32,DET,43,0,21,3.7,9.4,0.394,2.3,5.7,0.401,1.4,3.7,0.384,0.516,2.8,3.1,0.903,0.4,2.2,2.6,1.6,0.5,0.3,0.7,1.5,12.6,burksal01
77,Alec Burks,SG,32,NYK,8,1,17.9,3,9.5,0.316,1.5,4.6,0.324,1.5,4.9,0.308,0.395,1,1.5,0.667,0.5,1.4,1.9,0.9,0.1,0.1,1.1,0.9,8.5,burksal01
78,Jared Butler,SG,23,WAS,22,0,8.1,1.6,2.9,0.547,0.5,1.3,0.357,1.1,1.6,0.694,0.625,0.6,0.8,0.824,0.1,0.6,0.7,2,0.4,0.1,0.7,0.9,4.3,butleja02
79,Jimmy Butler,PF,34,MIA,40,40,33.9,6.7,13.4,0.501,1,2.3,0.44,5.7,11.2,0.513,0.538,7,8.2,0.854,2,3.5,5.6,4.7,1.4,0.4,1.7,1.1,21.5,butleji01
