Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
80,Jamal Cain,PF,24,MIA,16,1,14.1,1.8,4.3,0.42,0.5,1.6,0.308,1.3,2.7,0.488,0.478,1.1,1.4,0.783,0.8,1.2,2,0.3,0.6,0.3,0.3,1.1,5.3,cainja01
81,Kentavious Caldwell-Pope,SG,30,DEN,55,55,31.7,3.5,7.9,0.442,1.5,3.9,0.388,2,4,0.495,0.538,1.7,1.8,0.919,0.5,1.9,2.3,2.4,1.3,0.4,0.9,1.9,10.1,caldwke01
82,Toumani Camara,PF,23,POR,57,37,23.7,2.6,6.1,0.432,0.7,2.4,0.309,1.9,3.7,0.512,0.493,1,1.4,0.734,1.9,3,4.9,1.1,1,0.4,1.2,2.5,7,camarto01
83,Clint Capela,C,29,ATL,51,51,25.3,4.6,8.2,0.564,0,0,,4.6,8.2,0.564,0.564,1.8,2.7,0.652,4.7,5.7,10.4,0.9,0.5,1.6,0.9,2.4,11.1,capelca01
84,Jevon Carter,PG,28,CHI,57,0,13.5,1.9,5.1,0.371,1.1,3.3,0.332,0.8,1.8,0.442,0.478,0.1,0.1,0.6,0.1,0.7,0.8,1.2,0.5,0.2,0.5,1,4.9,carteje01
85,Wendell Carter Jr.,C,24,ORL,34,28,26,4.2,7.8,0.54,1.1,2.8,0.411,3.1,5,0.612,0.613,1.9,2.6,0.7,1.8,4.7,6.5,1.6,0.4,0.5,1.2,2.4,11.4,cartewe01
86,D.J. Carton,SG,23,TOR,2,0,5.5,1,1.5,0.667,0.5,1,0.5,0.5,0.5,1,0.833,1.5,1.5,1,0,0.5,0.5,1,0,0,0,1,4,cartodj01
87,Alex Caruso,SG,29,CHI,51,38,27.2,3.5,7.3,0.473,1.7,4.4,0.389,1.7,2.9,0.603,0.591,1.2,1.5,0.787,0.9,2.8,3.7,2.8,1.5,1.1,1.4,2.5,9.8,carusal01
88,Colin Castleton,C,23,LAL,7,0,5.1,1,1.4,0.7,0,0,,1,1.4,0.7,0.7,0.6,0.6,1,0.6,0.7,1.3,0.4,0,0,0.1,1,2.6,castlco01
89,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,cazalma01
90,Julian Champagnie,SF,22,SAS,53,38,16.8,1.9,4.8,0.398,1.2,3.4,0.359,0.7,1.4,0.493,0.526,0.8,1,0.808,0.6,2,2.6,1.2,0.6,0.5,0.6,1.1,5.8,champju02
91,Justin Champagnie,SF,22,WAS,3,0,5.3,1.7,3.3,0.5,0.3,1.7,0.2,1.3,1.7,0.8,0.55,0,0,,0,0.3,0.3,0.3,0.3,0.3,0.3,0,3.7,champju01
92,Max Christie,SG,20,LAL,48,7,16.6,1.8,4.1,0.426,0.7,2,0.351,1,2.1,0.5,0.513,0.7,0.9,0.786,0.3,2.2,2.5,1.1,0.4,0.3,0.6,1.1,4.9,chrisma02
93,Sidy Cissoko,SF,19,SAS,5,0,6.4,0.2,1.2,0.167,0,0.8,0,0.2,0.4,0.5,0.167,0.8,0.8,1,0,1.2,1.2,0,0.6,0,0.2,0.4,1.2,cissosi01
94,Jordan Clarkson,SG,31,UTA,50,19,30.3,6,14.6,0.41,1.7,5.6,0.295,4.3,9,0.481,0.466,3.2,3.7,0.88,0.9,2.5,3.4,5,0.6,0.1,2.7,1.4,16.8,clarkjo01
95,Nic Claxton,C,24,BRK,49,49,29.2,5.2,8.4,0.62,0,0.1,0.25,5.2,8.3,0.623,0.621,1.4,2.5,0.574,2.8,7,9.8,1.9,0.6,2.1,1.2,2.5,11.8,claxtni01
96,Noah Clowney,PF,19,BRK,7,0,9.9,1.6,2.6,0.611,0.1,0.6,0.25,1.4,2,0.714,0.639,0.9,0.9,1,0.9,1,1.9,0.9,0,0.1,0.4,0.7,4.1,clownno01
97,Amir Coffey,SF,26,LAC,46,9,18.6,2.2,4.1,0.537,0.9,2,0.426,1.3,2.1,0.646,0.642,0.9,1.1,0.878,0.4,1.3,1.7,0.9,0.5,0.1,0.4,1.3,6.2,coffeam01
98,John Collins,PF,26,UTA,56,54,27.9,5.6,10.8,0.521,1.2,3.4,0.342,4.4,7.3,0.605,0.575,1.9,2.4,0.789,2.3,6.1,8.5,1.2,0.6,0.8,1.5,2.8,14.3,collijo01
99,Zach Collins,C,26,SAS,48,24,23.4,4.4,9.1,0.478,0.9,3,0.294,3.5,6.2,0.568,0.526,1.7,2.3,0.748,1.7,3.6,5.4,3.1,0.5,0.7,2,3.1,11.4,colliza01
100,Mike Conley,PG,36,MIN,55,55,28.9,3.6,8,0.449,2.3,5.1,0.445,1.3,2.8,0.455,0.592,1.2,1.3,0.904,0.4,2.5,2.9,6.2,1,0.2,1.1,1.7,10.7,conlemi01
101,Pat Connaughton,SF,31,MIL,55,2,21.5,1.9,4.3,0.453,1.1,3,0.372,0.8,1.3,0.643,0.583,0.4,0.6,0.719,0.6,2.6,3.3,1.9,0.6,0.3,0.6,1.3,5.4,connapa01
102,Bilal Coulibaly,SF,19,WAS,56,8,26.7,2.9,6.7,0.442,1,2.8,0.357,2,3.9,0.502,0.516,1.3,2,0.682,0.9,3.1,4,1.7,0.9,0.8,1.4,2.1,8.2,coulibi01
103,Ricky Council IV,SG,22,PHI,19,0,9.5,1.9,4,0.487,0.2,0.9,0.235,1.7,3.1,0.559,0.513,2.2,2.8,0.759,0.6,1.4,2,0.4,0.1,0,0.2,0.4,6.3,councri01
104,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,0.439,0.7,1.9,0.339,0.8,1.4,0.571,0.536,0.8,0.9,0.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,covinro01
104,Robert Covington,PF,33,LAC,3,3,23,1,3,0.333,0.7,2.7,0.25,0.3,0.3,1,0.444,0.3,0.7,0.5,0.7,2,2.7,2.3,2,0.7,0,2.3,3,covinro01
104,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,0.449,0.7,1.8,0.354,0.9,1.6,0.561,0.545,0.8,0.9,0.875,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,covinro01
105,Torrey Craig,SF,33,CHI,33,8,21,2.2,5.1,0.425,1.1,3,0.374,1,2.1,0.5,0.536,0.6,0.8,0.778,1.7,3.1,4.7,1.1,0.6,0.5,0.6,2.3,6.1,craigto01
106,Jae Crowder,PF,33,MIL,30,14,24.9,2.3,5.4,0.432,1.2,3.5,0.352,1.1,1.9,0.579,0.546,0.5,0.8,0.667,0.5,3.2,3.6,1.5,0.9,0.2,0.5,1.8,6.4,crowdja01
107,Jalen Crutcher,PG,24,NOP,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,crutcja01
108,Cade Cunningham,PG,22,DET,49,49,34,8.4,18.4,0.455,1.9,5.3,0.358,6.5,13.1,0.495,0.507,3.8,4.4,0.858,0.4,3.7,4.2,7.4,0.9,0.4,3.5,2.7,22.4,cunnica01
109,Seth Curry,SG,33,TOT,44,4,14,1.8,4.6,0.392,0.9,2.5,0.352,1,2.2,0.438,0.485,0.6,0.7,0.903,0.4,1.1,1.5,1,0.5,0.1,0.5,0.9,5.1,curryse01
109,Seth Curry,SG,33,DAL,36,3,12.7,1.5,4,0.372,0.8,2.2,0.363,0.7,1.8,0.385,0.472,0.5,0.5,0.895,0.4,1,1.4,0.8,0.5,0.1,0.4,0.9,4.3,curryse01
109,Seth Curry,SG,33,CHO,8,1,19.9,3.3,7.4,0.441,1.1,3.5,0.321,2.1,3.9,0.548,0.517,1.4,1.5,0.917,0.4,1.6,2,1.8,0.6,0.4,0.6,0.9,9,curryse01
110,Stephen Curry,PG,35,GSW,56,56,33.2,9,19.9,0.454,5,12.2,0.412,4,7.7,0.52,0.58,4.4,4.8,0.922,0.5,3.9,4.4,5,0.8,0.4,3,1.8,27.5,curryst01
111,Dyson Daniels,PG,20,NOP,52,15,21.9,2.2,4.9,0.438,0.6,2.1,0.291,1.5,2.8,0.548,0.5,0.6,1,0.64,1,2.7,3.7,2.6,1.4,0.4,1,1.6,5.5,daniedy01
112,Anthony Davis,C,30,LAL,57,57,35.8,9.6,17.2,0.559,0.3,1.3,0.264,9.3,15.9,0.582,0.568,5.6,6.9,0.813,3.1,9.2,12.3,3.6,1.1,2.4,2.1,2.4,25.1,davisan02
113,Johnny Davis,SG,21,WAS,29,0,9.8,1,2.8,0.346,0.1,0.4,0.154,0.9,2.3,0.382,0.358,0.1,0.3,0.444,0.4,0.9,1.3,0.4,0.3,0.1,0.2,0.9,2.1,davisjo06
114,JD Davison,SG,21,BOS,2,0,3,0,0.5,0,0,0.5,0,0,0,,0,1,1,1,0.5,0.5,1,0,0,0,0,0,1,davisjd01
115,Dexter Dennis,SG,24,DAL,4,0,7.5,2.5,4.8,0.526,0.3,2,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5,dennide01
116,DeMar DeRozan,SF,34,CHI,58,58,37.8,7.8,16.6,0.466,0.9,2.8,0.335,6.8,13.9,0.493,0.494,6.3,7.3,0.858,0.6,3.6,4.2,5.3,1.1,0.6,1.4,2.2,22.7,derozde01
117,Moussa Diabaté,C,22,LAC,11,0,5.8,0.9,1.7,0.526,0,0,,0.9,1.7,0.526,0.526,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,diabamo01
118,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,0.8,0,0,,1.3,1.7,0.8,0.8,1.3,2,0.667,0.3,0.7,1,0.7,0,0.3,0,0.3,4,diakima01
119,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0,1,0.5,1,0,0.5,0.5,1,diallha01
120,Gradey Dick,SG,20,TOR,39,1,16.1,2.3,5.2,0.441,1.2,3.1,0.378,1.2,2.2,0.529,0.551,0.6,0.6,0.92,0.4,1.4,1.8,1.2,0.5,0,0.6,1.3,6.4,dickgr01
121,Ousmane Dieng,PF,20,OKC,29,0,11.2,1.5,3.5,0.426,0.7,2.2,0.313,0.8,1.3,0.622,0.525,0.5,0.6,0.875,0.3,1.3,1.7,1.1,0.2,0.1,0.6,0.7,4.1,diengou01
122,Spencer Dinwiddie,PG,30,TOT,55,48,29.9,3.8,9.8,0.39,1.7,5.5,0.318,2.1,4.3,0.481,0.479,2.3,3,0.782,0.5,2.5,3,5.7,0.8,0.2,1.3,1.8,11.7,dinwisp01
122,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,0.391,1.9,5.8,0.32,2.2,4.6,0.48,0.48,2.6,3.3,0.781,0.5,2.8,3.3,6,0.8,0.2,1.3,1.8,12.6,dinwisp01
122,Spencer Dinwiddie,PG,30,LAL,7,0,24.3,2.1,5.7,0.375,1,3.4,0.292,1.1,2.3,0.5,0.463,0.6,0.7,0.8,0,0.7,0.7,3.7,0.6,0.1,1.1,2,5.9,dinwisp01
123,Donte DiVincenzo,SG,27,NYK,59,41,25.7,5,11.1,0.449,3.2,7.7,0.41,1.8,3.4,0.54,0.592,0.9,1.3,0.716,0.8,2.5,3.4,2.4,1.2,0.4,1.2,2,14,divindo01
124,Luka Dončić,PG,24,DAL,52,52,37.4,11.7,23.6,0.496,3.9,10.2,0.379,7.8,13.4,0.584,0.577,7.2,9.2,0.781,0.8,8.1,8.9,9.7,1.5,0.6,3.8,2.1,34.5,doncilu01
125,Luguentz Dort,SF,24,OKC,57,57,28.4,3.6,8.2,0.439,1.9,4.9,0.396,1.7,3.4,0.503,0.557,1.5,1.8,0.819,1.1,2.7,3.8,1.3,0.9,0.7,0.9,3,10.7,dortlu01
126,Ayo Dosunmu,SG,24,CHI,58,19,26.8,4.1,8.3,0.495,1.4,3.6,0.406,2.7,4.8,0.562,0.582,0.9,1.2,0.783,0.7,2,2.7,2.7,0.8,0.4,1.2,2,10.6,dosunay01
127,Andre Drummond,C,30,CHI,60,10,17.3,3.5,6.3,0.554,0,0.1,0,3.5,6.2,0.559,0.554,1.5,2.6,0.577,3.5,5.5,9,0.5,1,0.7,1.1,1.8,8.5,drumman01
128,Chris Duarte,SF,26,SAC,42,11,13.3,1.4,3.6,0.375,0.7,2.1,0.345,0.6,1.5,0.415,0.474,0.5,0.6,0.778,0.4,1.4,1.9,0.8,0.5,0.1,0.5,1.5,3.9,duartch01
129,Kris Dunn,PG,29,UTA,52,27,18.2,2.3,4.7,0.48,0.7,1.7,0.395,1.6,3,0.525,0.549,0.3,0.5,0.68,0.7,2.1,2.8,4,1.1,0.4,1.3,1.9,5.5,dunnkr01
130,Kevin Durant,PF,35,PHO,52,52,37.2,10.1,19.1,0.528,2.2,5.2,0.422,7.9,13.9,0.567,0.585,5.5,6.4,0.859,0.6,6.1,6.7,5.7,0.9,1.3,3.2,1.8,27.9,duranke01
131,Jalen Duren,C,20,DET,44,43,30.2,6,9.6,0.626,0,0.1,0,6,9.5,0.63,0.626,2,2.6,0.757,3.3,8.7,12,2.6,0.5,0.9,2,3.3,14,durenja01
132,Tari Eason,PF,22,HOU,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3,9.8,easonta01
133,Anthony Edwards,SG,22,MIN,57,57,34.8,9.1,19.6,0.466,2.5,6.7,0.381,6.6,12.9,0.51,0.531,5.5,6.6,0.843,0.5,4.7,5.2,5.1,1.2,0.5,3.2,1.9,26.3,edwaran01
134,Kessler Edwards,SF,23,SAC,39,0,4.8,0.5,1.4,0.396,0.3,0.8,0.364,0.2,0.5,0.45,0.509,0.1,0.2,0.667,0.1,0.6,0.8,0.2,0.1,0.1,0,0.5,1.5,edwarke02
135,Keon Ellis,SG,24,SAC,35,4,11.6,1.1,2.7,0.415,0.8,2.1,0.36,0.3,0.5,0.632,0.559,0.3,0.5,0.647,0.4,0.9,1.3,1.3,0.5,0.4,0.5,1.5,3.3,elliske01
136,Joel Embiid,C,29,PHI,34,34,34,11.8,22.2,0.533,1.2,3.3,0.366,10.6,18.9,0.562,0.56,10.5,11.9,0.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3,embiijo01
137,Drew Eubanks,C,26,PHO,53,4,15.9,2.2,3.5,0.622,0.1,0.1,1,2.2,3.5,0.616,0.63,1,1.4,0.743,1.3,2.9,4.2,0.9,0.4,0.9,1,1.6,5.5,eubandr01
138,Tosan Evbuomwan,SF,22,TOT,6,0,15,1.2,3,0.389,0.5,1.5,0.333,0.7,1.5,0.444,0.472,0,0,,1.3,1.3,2.7,1,0.2,0.2,0.2,1,2.8,evbuoto01
138,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1,3.8,0.267,0.5,2,0.25,0.5,1.8,0.286,0.333,0,0,,2,1.5,3.5,1.5,0,0.3,0.3,1.3,2.5,evbuoto01
138,Tosan Evbuomwan,SF,22,DET,2,0,8,1.5,1.5,1,0.5,0.5,1,1,1,1,1.167,0,0,,0,1,1,0,0.5,0,0,0.5,3.5,evbuoto01
139,Dante Exum,PG,28,DAL,34,14,19.5,3.5,6.2,0.562,0.9,2,0.478,2.5,4.2,0.601,0.638,1,1.4,0.729,0.5,2.2,2.8,2.9,0.5,0.1,0.8,1.6,8.9,exumda01
140,Bruno Fernando,C,25,ATL,22,1,10.4,1.8,3.2,0.549,0,0.1,0,1.8,3.1,0.574,0.549,1,1.7,0.605,1.1,2,3,0.6,0.4,0.5,0.5,1.5,4.6,fernabr01
141,Dorian Finney-Smith,PF,30,BRK,50,39,27.7,3.2,7.6,0.414,1.9,5.1,0.369,1.3,2.5,0.504,0.537,0.4,0.6,0.679,1.6,3.1,4.7,1.4,0.7,0.6,0.8,2.3,8.6,finnedo01
142,Adam Flagler,SG,24,OKC,1,0,6,0,3,0,0,3,0,0,0,,0,0,0,,0,0,0,1,0,0,0,0,0,flaglad01
143,Malachi Flynn,PG,25,TOT,52,0,11.6,1.5,3.7,0.396,0.7,2,0.34,0.8,1.7,0.465,0.49,0.5,0.7,0.757,0.3,1.3,1.5,1.7,0.4,0.1,0.8,1,4.2,flynnma01
143,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,0.409,0.9,2.6,0.35,0.9,1.8,0.491,0.511,0.5,0.7,0.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,flynnma01
143,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,0.391,0.3,0.9,0.308,0.4,0.7,0.5,0.478,0.6,0.8,0.818,0,0.4,0.4,0.4,0.1,0,0.2,0.2,2.2,flynnma01
143,Malachi Flynn,PG,25,DET,7,0,9.6,1.6,4.6,0.344,0.6,1.9,0.308,1,2.7,0.368,0.406,0.3,0.6,0.5,0,1.3,1.3,1.3,0.4,0,0.7,0.7,4,flynnma01
144,Simone Fontecchio,SF,28,TOT,58,39,23.8,3.5,7.8,0.454,1.9,4.8,0.395,1.6,2.9,0.55,0.576,0.6,0.8,0.771,1,2.5,3.5,1.5,0.6,0.3,1,1.6,9.6,fontesi01
144,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,0.45,1.8,4.7,0.391,1.4,2.5,0.56,0.577,0.6,0.8,0.8,1,2.5,3.5,1.5,0.6,0.4,1,1.6,8.9,fontesi01
144,Simone Fontecchio,SF,28,DET,8,5,27.8,5.5,11.8,0.468,2.5,6,0.417,3,5.8,0.522,0.574,0.6,1,0.625,0.8,2.5,3.3,1.8,0.9,0,0.9,1.5,14.1,fontesi01
145,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1,0,0.3,0.3,0.3,0,0,0.2,0,2,fordjo01
146,Trent Forrest,SG,25,ATL,21,0,10.3,0.7,2.3,0.313,0.1,0.3,0.286,0.6,2,0.317,0.333,0.4,0.5,0.8,0.2,1,1.2,2,0.3,0,0.5,0.9,1.9,forretr01
147,Evan Fournier,SG,31,TOT,10,0,16.5,2.3,6.1,0.377,1.2,3.9,0.308,1.1,2.2,0.5,0.475,1,1.2,0.833,0.2,1.9,2.1,0.8,1.1,0.2,0.9,1.4,6.8,fournev01
147,Evan Fournier,SG,31,NYK,3,0,13,1.3,6.7,0.2,0.7,5,0.133,0.7,1.7,0.4,0.25,0.7,0.7,1,0,1.3,1.3,1,1.3,0,0.3,1.3,4,fournev01
147,Evan Fournier,SG,31,DET,7,0,18,2.7,5.9,0.463,1.4,3.4,0.417,1.3,2.4,0.529,0.585,1.1,1.4,0.8,0.3,2.1,2.4,0.7,1,0.3,1.1,1.4,8,fournev01
148,De'Aaron Fox,PG,26,SAC,51,51,35.6,9.8,20.7,0.471,2.8,7.6,0.369,6.9,13.1,0.531,0.539,4.5,6.4,0.709,0.9,3.3,4.2,5.6,1.9,0.4,2.7,2.6,26.9,foxde01
149,Javon Freeman-Liberty,PG,24,TOR,3,0,1.7,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0,0,,0.3,0,0.3,0,0,0,0,0,0.7,freemja01
150,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,0.167,0,0.5,0,0.3,1,0.25,0.167,0.5,0.5,1,0.5,0,0.5,0,0,0,0.3,0.3,1,fudgeal01
151,Markelle Fultz,PG,25,ORL,24,15,23.3,3.8,7.9,0.479,0,0.4,0.111,3.8,7.5,0.497,0.482,0.6,1,0.6,1.4,2.1,3.5,3.4,1.3,0.3,1.2,1.6,8.3,fultzma01
152,Daniel Gafford,C-PF,25,TOT,53,47,25.1,4.4,6.5,0.684,0,0,,4.4,6.5,0.684,0.684,1.8,2.5,0.711,2.9,5,7.9,1.4,0.9,2,1,3.1,10.6,gaffoda01
152,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,0.69,0,0,,4.5,6.5,0.69,0.69,1.9,2.6,0.706,2.9,5.1,8,1.5,1,2.2,1,3.3,10.9,gaffoda01
152,Daniel Gafford,PF,25,DAL,8,2,17.3,3.9,6,0.646,0,0,,3.9,6,0.646,0.646,1.5,2,0.75,2.8,4.4,7.1,0.8,0.4,1.4,1.1,2.3,9.3,gaffoda01
153,Danilo Gallinari,PF-SF,35,TOT,37,0,14.1,1.9,4.5,0.436,0.7,2.2,0.338,1.2,2.3,0.529,0.518,1.9,2.3,0.857,0.5,2.1,2.6,1.3,0.2,0.1,0.4,1.1,6.6,gallida01
153,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5,0.435,0.8,2.5,0.313,1.4,2.6,0.552,0.511,1.8,2.2,0.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1,7,gallida01
153,Danilo Gallinari,SF,35,DET,6,0,15,2,3.7,0.545,1.2,2,0.583,0.8,1.7,0.5,0.705,3.5,4,0.875,0.3,2,2.3,2,0.3,0.3,0.2,1.5,8.7,gallida01
153,Danilo Gallinari,SF,35,MIL,5,0,9.4,0.6,2.4,0.25,0,0.8,0,0.6,1.6,0.375,0.25,0.8,0.8,1,0.6,0.4,1,0.8,0.2,0,0.4,1.2,2,gallida01
154,Darius Garland,PG,24,CLE,35,35,32.7,6.6,14.4,0.457,2.1,5.6,0.367,4.5,8.8,0.515,0.529,3.1,3.7,0.852,0.5,1.9,2.4,6.1,1.3,0.1,3.2,1.5,18.4,garlada01
155,Usman Garuba,PF,21,GSW,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0,0.3,0.3,0.3,0,0,0.7,0,garubus01
156,Luka Garza,C,25,MIN,14,0,2.9,0.8,1.8,0.44,0.2,0.6,0.333,0.6,1.1,0.5,0.5,0.6,0.9,0.667,0.4,0.4,0.8,0.1,0,0,0.1,0.8,2.4,garzalu01
157,Kaiser Gates,SF,27,NOP,1,0,7,0,4,0,0,2,0,0,2,0,0,0,0,,0,1,1,0,0,0,0,0,0,gateska01
158,Keyonte George,PG,20,UTA,54,23,25.4,3.8,9.8,0.389,1.9,5.5,0.349,1.9,4.4,0.438,0.486,2.3,2.8,0.827,0.3,2.5,2.8,4.5,0.5,0.1,2.1,1.1,11.8,georgke01
159,Paul George,PF,33,LAC,53,53,33.8,7.8,17.1,0.457,3.2,8.2,0.394,4.6,8.9,0.515,0.551,3.3,3.7,0.903,0.5,4.8,5.4,3.6,1.6,0.4,2,2.8,22.1,georgpa01
160,Taj Gibson,PF,38,NYK,16,1,10.3,0.4,1.4,0.304,0,0.4,0,0.4,1.1,0.412,0.304,0.1,0.1,1,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1,gibsota01
161,Josh Giddey,SG,21,OKC,58,58,24.6,4.5,10.2,0.447,0.9,2.9,0.321,3.6,7.3,0.496,0.492,1.2,1.4,0.821,1.3,4.8,6.1,4.4,0.7,0.5,2,1.3,11.2,giddejo01
162,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,gilesha01
163,Shai Gilgeous-Alexander,PG,25,OKC,58,58,34.4,11,20.1,0.548,1.3,3.3,0.392,9.7,16.7,0.579,0.58,7.9,8.9,0.882,0.9,4.7,5.6,6.5,2.1,0.9,2.1,2.5,31.2,gilgesh01
164,Anthony Gill,PF,31,WAS,32,0,5.4,0.7,1.6,0.46,0.1,0.4,0.231,0.6,1.2,0.541,0.49,0.5,0.6,0.75,0.4,0.8,1.2,0.4,0.2,0.2,0.5,0.4,2,gillan01
165,Collin Gillespie,PG,24,DEN,19,0,8.5,1.2,2.4,0.511,0.6,1.3,0.458,0.6,1.1,0.571,0.633,0.3,0.4,0.625,0.1,0.6,0.6,0.8,0.5,0,0.5,0.9,3.3,gilleco01
166,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.2,0.6,0.375,0.594,0.1,0.1,1,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,gilyaja01
167,Rudy Gobert,C,31,MIN,58,58,33.6,5.2,8,0.646,0,0.1,0,5.2,8,0.65,0.646,3.3,5.1,0.636,3.6,9.1,12.7,1.2,0.6,2.1,1.5,3,13.6,goberru01
168,Jordan Goodwin,PG,25,TOT,44,3,15.4,2,5.3,0.38,0.6,2.1,0.29,1.4,3.2,0.44,0.438,0.7,0.8,0.784,1.1,2,3.1,2.1,0.7,0.3,0.8,1.1,5.3,goodwjo01
168,Jordan Goodwin,PG,25,PHO,40,0,14,1.9,4.8,0.389,0.6,2,0.288,1.3,2.8,0.46,0.448,0.6,0.7,0.862,1,1.9,2.9,2,0.6,0.2,0.7,1.1,5,goodwjo01
168,Jordan Goodwin,PG,25,MEM,4,3,29.5,3.5,10.3,0.341,1,3.3,0.308,2.5,7,0.357,0.39,1,2,0.5,2,3.3,5.3,4,1.8,1.3,1.8,1.3,9,goodwjo01
169,Aaron Gordon,PF,28,DEN,54,54,31.5,5.5,9.8,0.557,0.5,1.8,0.293,4.9,8,0.618,0.585,2.4,3.7,0.652,2.4,4.1,6.5,3.2,0.9,0.7,1.5,1.9,13.9,gordoaa01
170,Eric Gordon,SG,35,PHO,49,24,29.8,4.6,10,0.457,2.5,6.3,0.389,2.1,3.6,0.576,0.581,0.9,1.1,0.815,0.3,1.8,2.1,2.2,1,0.5,1.3,1.3,12.5,gordoer01
171,Devonte' Graham,PG,28,SAS,12,0,8.3,0.9,2.5,0.367,0.6,1.8,0.318,0.3,0.7,0.5,0.483,0.5,0.7,0.75,0.2,1.2,1.3,1.6,0.3,0.1,0.3,0.3,2.9,grahade01
